p,omega,delta,mu_e,mu_ql,mu_el,mu_qn,mu_en,mu_qa,mu_ea,mu_h,beta_nh,beta_hl,beta_hn,lambda_l,lambda_n,lambda_a,alpha,f_l,f_n,f_a,kappa,c,Tf,obsprob,T_min_l,gamma,E0,QL0,EL_s0,EL_i0,QN_s0,QN_i0,EN_s0,EN_i0,QA_s0,QA_i0,EA0,H_s0,H_i0,LogLik
2000,4.5863827700363835,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004745311738810983,0.0004291819037693069,26.414496329392744,2112.848933322699,0.7537369055311941,0.9971773275533893,0.8266913340284796,0.000026720024662221567,0.4,4,2.206516027235134,17.088159790689133,0.2771444105693686,4446.068806350402,157.27397914496984,15.737476125906316,253.37273480862,16.08880156957213,167.89520289135243,2.2612006847069734,8.146604225238338,310.01099704678103,134364.6436815209,9015.633147983706,0.0002314850326528032,0.9981521451096326,-8577.452727
2000,4.60758056076661,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004707667819974257,0.00043347372280699983,23.291793044941905,1848.2504286339529,0.7778406237100566,0.9963251933232768,0.8228257283897203,0.00003144557812687388,0.4,4,2.0655959858626725,17.066430312739172,0.31192261876599237,487.96934016551523,280.19298325293124,6.100013450030449,255.15608345868816,17.62621115333418,166.91577591628686,1.95064204331474,5.053654297609454,1217.3857423289323,116769.75883836298,8083.7581671139205,0.00019750749347600003,0.9980633834610761,-8577.933278
2000,4.60758056076661,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004754744498174,0.00043271242658266587,22.882717479886605,2013.420829093699,0.785513341111774,0.9900155264831014,0.8234097277082213,0.000031869061855498916,0.4,4,2.014974904610554,17.05569871116487,0.33244341011568546,9778.288249325962,311.2680297209371,6.1101488363191905,255.54234987130928,14.83322311256586,123.45873472451588,1.5130352317337163,8.362849932423828,361.831905457251,122774.65564910357,8400.03430979799,0.0002041865435896479,0.9979227089536703,-8577.987462
2000,4.529479117778629,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004719067530465295,0.00043195246739887285,22.902838084063823,1787.934005565125,0.7823124469235159,0.9946423737702921,0.8250508766230682,0.000029457111574068712,0.4,4,1.997388288324956,17.04378670764693,0.33290636093147363,11578.176183431862,306.44226621395643,5.5200594620961825,255.18075398417506,16.551090475225994,167.29799063228623,1.871122231839334,8.362849932423828,399.88609914325093,116769.75883836298,7314.486867958463,0.00019750749347600003,0.9980633834610761,-8578.295614
2000,4.60758056076661,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004754744498174,0.00043347372280699983,23.8105324852744,1659.9999999999995,0.7980507172054576,0.994672472709734,0.8012080193930873,0.000029332739094611372,0.4,4,2.1580602206220254,17.0606896218061,0.3347411428709764,9285.243617904305,245.46500049973662,12.169046506970783,260.2645713393414,11.38761325560621,166.58067429177203,1.5814654746843773,7.738149306014064,1422.920692303573,110124.3710293165,12955.709403827455,0.000059374890774863395,0.9992816614232624,-8578.303808
2000,4.529479117778629,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004719067530465295,0.00043279694898235423,22.385407018739382,1706.183506459291,0.7827030181730841,0.9940623889576531,0.82521996289196,0.00003053167281192269,0.4,4,2.05471339236734,17.064604815122095,0.33333333333333304,10392.238386058694,320.14671430161764,4.186337021419183,255.97944113908193,17.3725172541644,168.33865756894727,1.3284125579352102,8.362849932423828,399.88609914325093,116769.75883836298,8083.7581671139205,0.00019750749347600003,0.9980633834610761,-8578.315697
2000,4.529479117778629,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004719067530465295,0.000433473722807,23.45090080402072,1641.5919616417164,0.7853487619045346,0.9942805091701368,0.8219852582152511,0.00003238989945223156,0.4,4,2.05471339236734,17.064604815122095,0.3334635671012931,9760.69791924017,245.46500049973662,11.925764364233213,255.97944113908193,17.3725172541644,168.79134651133842,1.268354023597775,8.379199584958233,452.68802057325837,116769.75883836298,8083.7581671139205,0.00019750749347600003,0.9980633834610761,-8578.640996
2000,4.60758056076661,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004754744498174,0.00043347372280699983,23.8105324852744,1807.1997356008676,0.7846070201037769,0.9962847489248792,0.8159921638730221,0.00002975168268980941,0.4,4,2.05471339236734,17.064604815122095,0.33333333333333304,10392.238386058694,315.18329954893096,5.63333220153448,256.93426596792517,16.667773688738787,166.58067429177203,1.90914512311191,8.362849932423828,399.88609914325093,116769.75883836298,8083.7581671139205,0.00007274800262260519,0.9992866853678657,-8578.647961
2000,4.563248051538104,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004752091654986545,0.00043179695474587635,22.974074585668006,1627.3105569449178,0.7866920179210448,0.9848242304056772,0.8253181726405108,0.00002968026698017259,0.4,4,2.068776838418921,17.07690149040058,0.32944988237128137,18346.12890678402,269.59056251451375,17.625137187392067,255.97944113908193,15.343206056896772,170.50597779834007,1.9165703921588462,8.297769717929388,661.881147563824,117846.72360170037,11095.141110781218,0.0002700363048435239,0.9973708358188214,-8578.6522
2000,4.60758056076661,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004754744498174,0.0004370335165034097,24.157668352243995,1659.9999999999995,0.7848722331945079,0.991676445906056,0.8170494682098614,0.000030357037111163427,0.4,4,2.0981211894148712,17.059474757465175,0.33550713885934813,18340.25111462507,224.74105689305532,11.925764364233213,261.5065779548695,7.034763012567052,162.33723265799813,1.505955239075005,7.476956323507843,1827.3202486760656,136777.59687435278,8748.94337384326,0.0003171400358313695,0.9979891187071683,-8578.691534
