"R-state","R-loglik","JS-state-emscripten","JS-loglik","JS-cummalative"
0,0,0,0,782107.741907285
0,0,0,0,782107.741907285
0,0,0,0,782107.741907285
0,0,0,0,782107.741907285
0,0,0,0,782107.741907285
0,0,0,0,782107.741907285
0,0,0,0,782107.741907285
0,0,0,0,782107.741907285
0,0,0,0,782107.741907285
0,0,0,0,782107.741907285
0,0,0,0,782107.741907285
0,0,0,0,782107.741907285
0,0,0,0,782107.741907285
0.008159940247424,0,0.008160600322299,0,782107.750067885
0.186900589149445,0,0.186927712056786,0,782107.936995597
0.142206591670401,0,0.142218642984517,0,782108.07921424
0.188916369108483,0,0.18892232934013,0,782108.26813657
0.314324305159971,0,0.314334402908571,0,782108.582470973
0.485528250574134,0,0.485539077082649,0,782109.06801005
0.687177574727684,0,0.687190043623559,0,782109.755200093
0.904409523005597,0,0.904422126244754,0,782110.65962222
1.09857588796876,0,1.09859373338986,0,782111.758215953
1.25507713097613,0,1.25509673252236,0,782113.013312686
1.38082089624368,0,1.38084176043049,0,782114.394154446
1.47905678080861,0,1.47906093636993,0,782115.873215382
1.58753704489209,0,1.58758020820096,0,782117.460795591
1.733037240454,0,1.73306459281594,0,782119.193860183
1.87849682604428,0,1.87852495792322,0,782121.072385141
2.00885499082506,0,2.00888380233664,0,782123.081268944
2.05380347231403,0,2.0537973868195,0,782125.13506633
1.86128627811559,0,1.86130738840438,0,782126.996373719
1.61008244380355,0,1.61010195349809,0,782128.606475672
1.35862594086211,0,1.35864383878652,0,782129.965119511
1.12607385427691,0,1.12607766222209,0,782131.091197173
0.90245219366625,0,0.902456165873446,0,782131.993653339
0.706615709001198,0,0.706625209539197,0,782132.700278549
0.545429626246914,0,0.545437662163749,0,782133.245716211
0.415329299867153,0,0.415336664882489,0,782133.661052876
0.31624613981694,0,0.316251309239306,0,782133.977304185
0.243160286918283,0,0.243164277519099,0,782134.220468463
0.185984633746557,0,0.185987488715909,0,782134.406455951
0.140576891601086,0,0.140579324564897,0,782134.547035276
0.102144685806707,0,0.102146793156862,0,782134.649182069
0.064485801267438,0,0.064489275915548,0,782134.713671345
0.009713317384012,0,0.009712341590784,0,782134.723383687
0,0,0,0,782134.723383687
0,0,0,0,782134.723383687
0,0,0,0,782134.723383687
0,0,0,0,782134.723383687
0,0,0,0,782134.723383687
0,0,0,0,782134.723383687
0,0,0,0,782134.723383687
0,0,0,0,782134.723383687
0,0,0,0,782134.723383687
0,0,0,0,782134.723383687
0,0,0,0,782134.723383687
0,0,0,0,782134.723383687
0,0,0,0,782134.723383687
0,0,0,0,782134.723383687
0,0,0,0,782134.723383687
0,0,0,0,782134.723383687
0,0,0,0,782134.723383687
0,0,0,0,782134.723383687
0,0,0,0,782134.723383687
0,0,0,0,782134.723383687
0,0,0,0,782134.723383687
0.000820799381472,0,0.000820137094706,0,782134.724203824
0.030210591154173,0,0.030214065685868,0,782134.754417889
0.025977940531448,0,0.025986238732003,0,782134.780404128
0.033888202975504,0,0.03389339777641,0,782134.814297526
0.051465357304551,0,0.051469318801537,0,782134.865766845
0.07619067595806,0,0.07619354443159,0,782134.941960389
0.105407106108032,0,0.105408771894872,0,782135.047369161
0.131761910161003,0,0.131763339508325,0,782135.1791325
0.152499737450853,0,0.152500865166076,0,782135.331633366
0.168728769873269,0,0.168729689205065,0,782135.500363055
0.180898788501509,0,0.180901314364746,0,782135.681264369
0.18361350952182,0,0.183615387999453,0,782135.864879757
0.174873524927534,0,0.174874581047334,0,782136.039754338
0.162031663232483,0,0.16203241259791,0,782136.201786751
0.147508475114591,0,0.147509156144224,0,782136.349295907
0.133177118492313,0,0.133177572046407,0,782136.482473479
0.120890811202116,0,0.120891038095579,0,782136.603364517
0.109740642248653,0,0.109740797779523,0,782136.713105315
0.099534227629192,0,0.09953433170449,0,782136.812639647
0.089651284040883,0,0.089651898248121,0,782136.902291545
0.074342802050524,0,0.074342789128423,0,782136.976634334
0.058167227776721,0,0.058167228591628,0,782137.034801563
0.044124516891316,0,0.04412451304961,0,782137.078926076
0.032473949715495,0,0.032474007690325,0,782137.111400083
0.023995871306397,0,0.023996108560823,0,782137.135396192
0.018432872369885,0,0.018432808457874,0,782137.153829
0.014299849397503,0,0.014299796195701,0,782137.168128797
0.011143747367896,0,0.011143705691211,0,782137.179272502
0.00858071167022,0,0.008580683614127,0,782137.187853186
0.006109150475822,0,0.006109140929766,0,782137.193962327
0.003912159707397,0,0.003912081592716,0,782137.197874408
0.002267585135996,0,0.002266963827424,0,782137.200141372
0,0,0,0,782137.200141372
0,0,0,0,782137.200141372
0,0,0,0,782137.200141372
0,0,0,0,782137.200141372
0,0,0,0,782137.200141372
0,0,0,0,782137.200141372
0,0,0,0,782137.200141372
0,0,0,0,782137.200141372
0,0,0,0,782137.200141372
0,0,0,0,782137.200141372
0,0,0,0,782137.200141372
0,0,0,0,782137.200141372
0,0,0,0,782137.200141372
0,0,0,0,782137.200141372
0,0,0,0,782137.200141372
0,0,0,0,782137.200141372
0,0,0,0,782137.200141372
0,0,0,0,782137.200141372
0,0,0,0,782137.200141372
0,0,0,0,782137.200141372
0,0,0,0,782137.200141372
0,0,0,0,782137.200141372
0.001233743270859,0,0.001233962830156,0,782137.201375335
0.00119040813297,0,0.001190603128634,0,782137.202565938
0.00234207813628,0,0.002342279069126,0,782137.204908217
0.005101799033582,0,0.005101901595481,0,782137.210010119
0.009121496463194,0,0.00912155979313,0,782137.219131679
0.012937749037519,0,0.012937750900164,0,782137.232069429
0.015800214139745,0,0.015800205525011,0,782137.247869635
0.017944360501133,0,0.017944340128452,0,782137.265813975
0.019496886176057,0,0.019497061148286,0,782137.285311036
0.02014090155717,0,0.02014061564114,0,782137.305451652
0.019756003865041,0,0.019755927030929,0,782137.325207579
0.018895003246144,0,0.018894945504144,0,782137.344102524
0.017768989084289,0,0.017768952879123,0,782137.361871477
0.016512146685273,0,0.016512131085619,0,782137.378383608
0.015206734999083,0,0.01520671020262,0,782137.393590319
0.013913042494096,0,0.013913057628088,0,782137.407503376
0.012666049529798,0,0.01266600296367,0,782137.420169379
0.011434598476626,0,0.011434521176852,0,782137.4316039
0.009700430789962,0,0.009700397728011,0,782137.441304298
0.007899301941507,0,0.007899285759777,0,782137.449203584
0.006313111516647,0,0.006313100922853,0,782137.455516685
0.004971881047823,0,0.004971869289875,0,782137.460488554
0.003778243786655,0,0.00377823447343,0,782137.464266789
0.002715522772633,0,0.002715508802794,0,782137.466982297
0.00185608654283,0,0.001856085727923,0,782137.468838383
0.001173289841972,0,0.001173281343654,0,782137.470011664
0.000571466516703,0,0.000571589916945,0,782137.470583254
0,0,0,0,782137.470583254
0,0,0,0,782137.470583254
0,0,0,0,782137.470583254
0,0,0,0,782137.470583254
0,0,0,0,782137.470583254
0,0,0,0,782137.470583254
0,0,0,0,782137.470583254
0,0,0,0,782137.470583254
0,0,0,0,782137.470583254
0,0,0,0,782137.470583254
0,0,0,0,782137.470583254
0,0,0,0,782137.470583254
0,-36.8413614879047,0,-36.8413614879047,782137.470583254
0,0,0,0,782137.470583254
0,0,0,0,782137.470583254
0,0,0,0,782137.470583254
0,0,0,0,782137.470583254
0,0,0,0,782137.470583254
0,0,0,0,782137.470583254
0,-36.8413614879047,0,-36.8413614879047,782137.470583254
0,0,0,0,782137.470583254
0,-36.8413614879047,0,-36.8413614879047,782137.470583254
7.47384037822485E-05,-3.461877358226E-05,7.47278099879622E-05,-3.46138665445497E-05,782137.470657982
0.000400970573537,-0.000185729274322,0.00040095183067,-0.000185720592639,782137.471058934
0.00032531900797,-18.2939023420014,0.000325304688886,-18.2939903683394,782137.471384239
0.000397436902858,-17.8934759016575,0.000397425261326,-17.8935344801676,782137.471781664
0.000544296577573,-17.2646277447196,0.000544288544916,-17.2646572569539,782137.472325953
0.000722818658687,-25.7979446623472,0.000722814002074,-25.7979639871445,782137.473048766
0.000919414800592,-16.2163152918451,0.000919412588701,-16.2163201023464,782137.473968179
0.001122900284827,-71.0966297783156,0.001122860936448,-71.0969100989156,782137.47509104
0.001331878709607,-98.801314611406,0.001331862760708,-98.8014463269306,782137.476422903
0.001538697862998,-7.24712943034515,0.001538688899018,-7.2471352519022,782137.477961592
0.001731444965117,-58.4247418193053,0.001731443218887,-58.4247488782746,782137.479693035
0.001901388168335,-57.7694249955576,0.001901392010041,-57.7694108540325,782137.481594427
0.001990290707909,-22.7598988987051,0.001990300603211,-22.759883987964,782137.483584728
0.001969424425624,-48.5778347972328,0.001969434204511,-48.5778050097188,782137.485554162
0.001898422837257,-48.7981091564675,0.001898434013128,-48.7980738402031,782137.487452596
0.001797619159333,-14.8757600799414,0.001797633827664,-14.8757437670709,782137.48925023
0.00167754420545,-40.5883801818921,0.001677570864558,-40.5883007361366,782137.4909278
0.00154032476712,-23.528552766347,0.001540338271298,-23.5285264714247,782137.492468139
0.001400698442012,-15.3745604280521,0.001400710665621,-15.3745429801992,782137.493868849
0.001265018479899,-15.578266118556,0.001265028724447,-15.5782499266898,782137.495133878
0.001129899639636,-7.5557477762548,0.001129907439463,-7.55574087677677,782137.496263786
0.00093104026746,-0.000431257166116,0.000931048765779,-0.000431261102531,782137.497194834
0.00072894396726,-0.00033764630872,0.000728950719349,-0.000337649436283,782137.497923785
0.000557626481168,-0.000258292175349,0.000557631370611,-0.000258294440136,782137.498481416
0.0004182101693,-0.000193714642381,0.000418215990067,-0.000193717338556,782137.498899632
0.000313468859531,-8.83755367589983,0.000313471886329,-8.83754402153015,782137.499213104
0.000237795407884,-9.11380797427488,0.000237797969021,-9.11379720518126,782137.499450902
0.000179162598215,-8.29879835283246E-05,0.00017916422803,-8.29887384572233E-05,782137.499630067
0.000133145600557,-9.69372690333896,0.000133146997541,-9.69371641188676,782137.499763214
9.49919922277331E-05,-10.0313599053674,9.49924578890204E-05,-10.0313550034842,782137.499858206
5.93432923778892E-05,-10.5017968920196,5.93478325754404E-05,-10.5017203897074,782137.499917554
6.69015571475029E-06,-3.09887519933913E-06,6.68724533170462E-06,-3.09752711205605E-06,782137.499924241
0,0,0,0,782137.499924241
0,0,0,0,782137.499924241
0,0,0,0,782137.499924241
0,0,0,0,782137.499924241
0,0,0,0,782137.499924241
0,0,0,0,782137.499924241
0,0,0,0,782137.499924241
0,0,0,0,782137.499924241
0,0,0,0,782137.499924241
0,0,0,0,782137.499924241
0,0,0,0,782137.499924241
0,0,0,0,782137.499924241
0,0,0,0,782137.499924241
0,0,0,0,782137.499924241
0,0,0,0,782137.499924241
0,0,0,0,782137.499924241
0,0,0,0,782137.499924241
0,0,0,0,782137.499924241
0,0,0,0,782137.499924241
1.66930258274078E-05,-7.73219726776006E-06,1.66951213032007E-05,-7.73316789060388E-06,782137.499940936
2.36561754718423E-05,-1.09575230542512E-05,2.36592022702098E-05,-1.09589250650256E-05,782137.499964595
1.74943124875426E-05,-11.7232407768139,1.74964079633355E-05,-11.723121004555,782137.499982092
1.88765116035938E-05,-11.6471988675539,1.88774429261684E-05,-11.6471495315602,782137.500000969
2.72112665697932E-05,-35.6362042770371,2.72102188318968E-05,-35.6363197902563,782137.500028179
4.01341821998358E-05,-22.4789259821097,4.01338329538703E-05,-22.4789433859395,782137.500068313
5.59898326173425E-05,-45.4178333128301,5.59898326173425E-05,-45.4178333128301,782137.500124303
7.3567614890635E-05,-32.6525043067765,7.35680805519223E-05,-32.6524853179378,782137.500197871
9.16800927370787E-05,-10.0668457025101,9.16784629225731E-05,-10.0668634791041,782137.50028955
0.000107388594188,-42.812721667811,0.000107388012111,-42.8127433487412,782137.500396938
0.000119837932289,-42.3739822798494,0.000119838165119,-42.3739745084592,782137.500516776
0.000129540450871,-88.3735853582004,0.000129541382194,-88.3735278433638,782137.500646317
0.000136706978083,-30.793628927002,0.000136706396006,-30.7936417002908,782137.500783024
0.000141026452184,-41.7227632494173,0.000141025753692,-41.7227830608078,782137.500924049
0.000142422504723,-19.9458341017163,0.000142423668876,-19.9458177544384,782137.501066473
0.000141631113365,-41.7056499000857,0.000141632859595,-41.7056005835006,782137.501208106
0.000139026087709,-19.9941053852898,0.000139027601108,-19.9940836146709,782137.501347133
0.000132908578962,-20.0841027141355,0.000132911489345,-20.0840589206994,782137.501480045
0.000118920346722,-5.50838170090889E-05,0.000118922209367,-5.50846797849533E-05,782137.501598967
0.000103557598777,-4.79678034766243E-05,0.000103559345007,-4.79686123290476E-05,782137.501702526
8.88194190338254E-05,-10.0985443330403,8.88208160176873E-05,-10.0985286054503,782137.501791347
7.5439689680934E-05,-3.49436086939887E-05,7.54399225115776E-05,-3.49437165409713E-05,782137.501866787
6.38628844171762E-05,-2.95812410228833E-05,6.38628844171762E-05,-2.95812410228833E-05,782137.50193065
5.39527973160148E-05,-21.8871700921297,5.39537286385894E-05,-21.8871355692525,782137.501984604
4.55145491287112E-05,-2.10823056320042E-05,4.55155968666077E-05,-2.10827909434261E-05,782137.502030119
3.83773585781455E-05,-34.604699752141,3.83778242394328E-05,-34.6046633513266,782137.502068497
3.11145558953285E-05,-11.1474471681836,3.11151379719377E-05,-11.1474284610943,782137.502099612
2.3677246645093E-05,-11.4206049383159,2.36777123063803E-05,-11.420585271688,782137.50212329
1.74592714756727E-05,-8.08712168764679E-06,1.74596207216382E-05,-8.08728345812076E-06,782137.50214075
1.24169746413827E-05,-5.75153350798202E-06,1.24168582260609E-05,-5.75147958449069E-06,782137.502153167
8.37771221995354E-06,-3.88055012955455E-06,8.37794505059719E-06,-3.88065797653719E-06,782137.502161545
5.19398599863052E-06,-2.4058504888584E-06,5.19433524459601E-06,-2.40601225933237E-06,782137.502166739
9.85106453299522E-07,-4.563005835736E-07,9.8557211458683E-07,-4.56516277538892E-07,782137.502167724
0,0,0,0,782137.502167724
0,0,0,0,782137.502167724
0,0,0,0,782137.502167724
0,0,0,0,782137.502167724
0,0,0,0,782137.502167724
0,0,0,0,782137.502167724
0,0,0,0,782137.502167724
0,0,0,0,782137.502167724
0,0,0,0,782137.502167724
0,0,0,0,782137.502167724
0,0,0,0,782137.502167724
0,0,0,0,782137.502167724
0,0,0,0,782137.502167724
0,0,0,0,782137.502167724
0,-36.8413614879047,0,-36.8413614879047,782137.502167724
0,0,0,0,782137.502167724
0,0,0,0,782137.502167724
0,0,0,0,782137.502167724
0,0,0,0,782137.502167724
1.3208482414484E-06,-14.306834975298,1.32143031805754E-06,-14.3063943886988,782137.502169046
2.07056291401386E-06,-9.59083216667461E-07,2.07044649869204E-06,-9.59029293176139E-07,782137.502171116
1.86788383871317E-06,-8.65202418274454E-07,1.86753459274769E-06,-8.65040647800485E-07,782137.502172984
2.51946039497852E-06,-1.16701219920821E-06,2.51969322562218E-06,-1.16712004619085E-06,782137.502175504
3.80340497940779E-06,-13.2492135498548,3.80328856408596E-06,-13.249244158454,782137.502179307
5.15987630933523E-06,-54.9548397912293,5.15987630933523E-06,-54.9548397912293,782137.502184467
6.42798840999603E-06,-68.4097290003757,6.42798840999603E-06,-68.4097290003757,782137.502190895
7.5917923822999E-06,-12.5580443033383,7.59155955165625E-06,-12.5580749724324,782137.502198486
8.626957423985E-06,-12.4302206119779,8.626957423985E-06,-12.4302206119779,782137.502207113
9.48866363614798E-06,-25.3631730082168,9.48854722082615E-06,-25.3631975460831,782137.502216602
1.01655023172498E-05,-66.1180396446363,1.01653859019279E-05,-66.118096904905,782137.502226767
1.06623629108071E-05,-52.0516125501614,1.06620136648417E-05,-52.0517435722461,782137.502237429
1.09821557998657E-05,-12.1888418321861,1.09821557998657E-05,-12.1888418321861,782137.502248411
1.07509549707174E-05,-4.9798344236613E-06,1.07509549707174E-05,-4.97983442366131E-06,782137.502259162
9.88412648439407E-06,-25.281508590734,9.88412648439407E-06,-25.281508590734,782137.502269046
8.86782072484493E-06,-25.4985101386628,8.86770430952311E-06,-25.498536394459,782137.502277914
7.8312586992979E-06,-12.5269888777822,7.83125869929791E-06,-12.5269888777822,782137.502285745
6.92752655595541E-06,-3.20882519814633E-06,6.92741014063358E-06,-3.20877127465501E-06,782137.502292673
6.37827906757593E-06,-2.95441416608532E-06,6.3781626522541E-06,-2.954360242594E-06,782137.502299051
5.94579614698887E-06,-26.2979980564981,5.94579614698887E-06,-26.2979980564981,782137.502304997
5.56814484298229E-06,-12.8680491438549,5.56791201233864E-06,-12.8680909593819,782137.502310565
5.17908483743668E-06,-26.5741098445107,5.1792012527585E-06,-26.5740648891267,782137.502315744
4.35032416135073E-06,-2.01506694724201E-06,4.35044057667255E-06,-2.01512087073333E-06,782137.502320094
3.43169085681438E-06,-13.3520569895286,3.43145802617073E-06,-13.3521248389306,782137.502323526
2.63773836195469E-06,-1.22179846639218E-06,2.63773836195469E-06,-1.22179846639218E-06,782137.502326164
1.98581255972385E-06,-9.19826914984455E-07,1.98592897504568E-06,-9.1988083847578E-07,782137.502328149
1.51025597006083E-06,-6.99549452930789E-07,1.51048880070448E-06,-6.99657299913433E-07,782137.50232966
1.18440948426723E-06,-14.4158647246035,1.18440948426723E-06,-14.4158647246035,782137.502330844
9.34349372982979E-07,-14.6530137833317,9.34349372982979E-07,-14.6530137833317,782137.502331779
7.39237293601036E-07,-3.4241416989983E-07,7.39353708922863E-07,-3.42468093391153E-07,782137.502332518
5.81261701881886E-07,-2.6923999217478E-07,5.80912455916405E-07,-2.69078221700811E-07,782137.502333099
4.40049916505814E-07,-48.0096865113238,4.40282747149468E-07,-48.0080996296173,782137.502333539
3.19210812449455E-07,-1.47858213207139E-07,3.19094397127628E-07,-1.47804289715817E-07,782137.502333858
2.16299667954445E-07,-1.00189846877777E-07,2.16416083276272E-07,-1.002437703691E-07,782137.502334075
1.35391019284725E-07,-6.27130204084255E-08,1.35623849928379E-07,-6.28208673910712E-08,782137.50233421
2.72411853075027E-08,-18.188133798629,2.72411853075027E-08,-18.188133798629,782137.502334238
0,0,0,0,782137.502334238
0,0,0,0,782137.502334238
0,0,0,0,782137.502334238
0,-36.8413614879047,0,-36.8413614879047,782137.502334238
0,0,0,0,782137.502334238
0,0,0,0,782137.502334238
0,0,0,0,782137.502334238
0,0,0,0,782137.502334238
0,0,0,0,782137.502334238
0,0,0,0,782137.502334238
0,0,0,0,782137.502334238
0,0,0,0,782137.502334238
0,0,0,0,782137.502334238
0,0,0,0,782137.502334238
0,-36.8413614879047,0,-36.8413614879047,782137.502334238
4.69153746962547E-08,-17.6445183611531,4.71482053399086E-08,-17.6395678561011,782137.502334285
4.98257577419281E-08,-2.30792542861618E-08,4.9942173063755E-08,-2.31331777774846E-08,782137.502334335
3.35276126861572E-08,-1.55299655009687E-08,3.36440280079842E-08,-1.55838889922915E-08,782137.502334368
